ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date,Monitor Name(s),Daylight Hours,Temperature Low (F),Temperature High (F),Soil Moisture (%),Inundation Treatment,Replicate,Species,Other - Species,Population,Other - Population,Density Treatment,Plant ID,Phenological Stage,Other - Phenological Stage,Notes,Water Level (cm),Plant ID,x,y
74,b689e859-3dd8-4298-bb20-49f512b72af0,4/6/2023 8:43:36 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:57:50 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,47,H,2,JUBU,,A,,10,,other,Soil moisture,,19,0,-119.84347387212,34.4130407606753
75,07af2fe6-b2f2-42bb-90b2-bbdca7046563,4/6/2023 8:43:36 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:57:28 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,47,H,2,DEFA,,M,,5,,other,Soil moisture,,19,0,-119.843477197364,34.4130455325594
76,b1490315-6b69-45e2-beaa-f99cfc7fd050,4/6/2023 8:43:37 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:56:59 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,52.5,H,2,JUBU,,A,,5+5,,other,Soil moisture,,19,0,-119.843461051285,34.4130429367416
77,2b32de0b-c327-4361-af29-34e98c7b9df5,4/6/2023 8:43:37 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:56:31 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,48,H,2,ELMA,,DC,,5+5,,other,Soil moisture,,19,0,-119.84346605721,34.4130461393694
78,1034b9a5-24ef-43cd-8d99-833844d43239,4/6/2023 8:43:38 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:55:56 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,47,H,2,ELMA,,DC,,10,,other,Soil moisture,,19,0,-119.843483935489,34.4130519690333
79,42c9c6f6-cc50-479b-85db-e104e9e16c87,4/6/2023 8:43:38 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:55:22 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,49.5,H,2,DEFA,,IV,,5,,other,Soil moisture,,19,0,-119.843483475551,34.4130493180697
80,4973f63e-cab8-43c2-b7a2-a96e6f900d82,4/6/2023 8:43:39 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:54:53 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,48,H,2,ELMA,,CP,,10,,other,Soil moisture,,19,0,-119.843483784586,34.4130503678235
81,1bafc81e-bff6-49d7-b21f-1e9886aaebd2,4/6/2023 8:43:40 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:53:17 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,48,H,2,ELMA,,CP,,5,,other,Soil moisture,,19,0,-119.843482966288,34.4130522427341
82,8a6727d6-70cd-42af-9327-5a207f113821,4/6/2023 8:43:41 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:52:50 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,55.5,H,2,ELMA,,IV,,5,,other,Soil moisture,,19,0,-119.843480222912,34.4130576838035
83,ea789071-6d08-4fc8-81a5-057937157e3d,4/6/2023 8:43:41 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:52:01 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,46.5,H,2,DEFA,,CP,,5,,other,Soil moisture,,19,0,-119.843458138245,34.4130509881921
84,ed8a4869-be88-48e3-9aeb-c84cd0c89f55,4/6/2023 8:43:42 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:51:27 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,52,H,2,ELMA,,DC,,5,,other,Soil moisture,,19,0,-119.843478327575,34.4130467564062
85,cceec55b-dec4-4dad-bde9-3b1c6ffb9856,4/6/2023 8:43:42 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:49:46 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,53.5,H,2,JUBU,,M,,5,,other,Soil moisture,,19,0,-119.843478226661,34.4130524812254
86,f53f1862-57b3-47a8-b86a-8c4c39fde862,4/6/2023 8:43:43 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:49:15 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,48.5,H,2,JUBU,,IV,,5,,other,Soil moisture,,19,0,-119.843468773644,34.4130493751898
87,1aab42ba-8020-45b1-a47f-dec4fc098693,4/6/2023 8:43:43 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:48:45 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,48,H,2,ELMA,,IV,,5+5,,other,Soil moisture,,19,0,-119.843463629853,34.4130458505761
88,91acbe13-8ccf-4aa5-84f9-6a1f879647fd,4/6/2023 8:43:44 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:48:21 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,47.5,H,2,DEFA,,M,,10,,other,Soil moisture,,19,0,-119.843475522358,34.4130510171092
89,56dc890e-389b-48af-9ecf-e18756c46da9,4/6/2023 8:43:45 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:47:56 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,50.5,H,2,DEFA,,CP,,5+5,,other,Soil moisture,,19,0,-119.843468770506,34.4130421898286
90,d341efb4-744c-436d-b33e-f4f2821644d7,4/6/2023 8:43:46 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:47:23 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,48.5,H,2,ELMA,,CP,,5+5,,other,Soil moisture,,19,0,-119.843496566627,34.4130526346945
91,00b02986-d3d0-4b43-ae68-fd83cd384e6e,4/6/2023 8:43:46 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:46:46 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,48.5,H,2,JUBU,,M,,5+5,,other,Soil moisture,,19,0,-119.843503506008,34.4130516505314
92,4be8b8ff-4643-42b3-8a65-a6a1de58e0ae,4/6/2023 8:43:47 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:46:17 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,50.5,H,2,JUBU,,IV,,5+5,,other,Soil moisture,,19,0,-119.843504928889,34.4130500835037
93,8221ab2f-bee8-4869-8b24-2314d604df5e,4/6/2023 8:43:47 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:45:47 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,47.5,H,2,JUBU,,M,,10,,other,Soil moisture,,19,0,-119.843506566418,34.4130490993782
94,c66fc739-1bfd-45b5-a0c6-eb3ba151d504,4/6/2023 8:43:48 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:45:09 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,48.5,H,2,ELMA,,M,,5,,other,Soil moisture,,19,0,-119.843503910983,34.4130340817091
95,24d907f2-f6d3-48b7-a778-f4a21636bb63,4/6/2023 8:43:49 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:44:03 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,50,H,2,DEFA,,A,,5+5,,other,Soil moisture,,19,0,-119.843487910359,34.4130392504874
96,d389264e-e405-4c3c-b9b9-b69aef519bab,4/6/2023 8:43:49 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:43:24 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,49,H,2,JUBU,,A,,5,,other,Soil moisture,,19,0,-119.843485019125,34.4130503889193
97,8edfecb4-ae4d-4862-af26-03991c390d42,4/6/2023 8:43:50 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:42:44 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,49.5,H,2,DEFA,,A,,5,,other,Soil moisture,,19,0,-119.843492717034,34.4130511049949
98,6f204806-3624-49e4-b5b9-9da89212183e,4/6/2023 8:43:50 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:42:08 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,49,H,2,DEFA,,CP,,10,,other,Soil moisture,,19,0,-119.843494918177,34.4130544794629
99,3140dd38-7931-49fd-a3e0-6cfcbea0c4be,4/6/2023 8:43:51 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:41:31 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,46.5,H,2,DEFA,,A,,10,,other,Soil moisture,,19,0,-119.843485150312,34.4130540409626
100,ad1f9643-7f30-44d7-b3f9-4a6c1f8e0d80,4/6/2023 8:43:52 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:39:33 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,50,H,2,DEFA,,IV,,5+5,,other,Soil moisture,,19,0,-119.843473519842,34.4130513734599
101,70aeaf7a-0d6c-41f0-a18d-04f3440f1a3d,4/6/2023 8:43:53 PM,fhasan@umail.ucsb.edu_ucsb,4/30/2023 10:39:10 PM,joannatang@umail.ucsb.edu_ucsb,4/5/2023 7:00:00 PM,Fez and Ricky,12.75,47,64,48.5,H,2,ELMA,,IV,,10,,other,Soil moisture,,19,0,-119.84346826711,34.4130513006678
102,0c88fd04-820e-43cb-8ef3-2ee4216827c9,4/7/2023 6:57:49 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:57:49 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,53.5,S,2,DEFA,,IV,,10,,other,Soil moisture,,0,0,-119.843650202353,34.4128961623162
103,88335204-960c-48b1-b553-8a579a873f6c,4/7/2023 6:57:52 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:57:52 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52,S,2,DEFA,,IV,,5+5,,Germinated,,,0,DICOT1,-119.84353657466,34.4130641100677
104,9fcbbc44-0d15-42f8-9c7d-3f3594d8ec60,4/7/2023 6:57:53 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:57:53 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,62,S,2,DEFA,,M,,10,,other,Soil moisture,,0,0,-119.843628788872,34.4131639482178
105,ff616fe1-ac78-4ecc-ac49-12ff00c959c2,4/7/2023 6:57:54 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:57:54 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,53.5,S,2,JUBU,,A,,5,,Germinated,,,0,JUBU1,-119.843648167944,34.413149097626
106,972b7db8-cab8-432d-887e-bc4ddf65c189,4/7/2023 6:57:57 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:57:57 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,58,S,2,ELMA,,DC,,5,,Germinated,,,0,JUBU1,-119.843449133019,34.4129182557427
107,3453c496-70a7-4df0-85c2-42d38e2fc1c8,4/7/2023 6:57:58 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:57:58 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,54,S,2,ELMA,,M,,5,,other,Soil moisture,,0,0,-119.8435699306,34.413122579912
108,94f0ac1a-e8b3-4c43-af5c-8ba397baf1dc,4/7/2023 6:57:59 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:57:59 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52,S,2,DEFA,,A,,5+5,,other,Soil moisture,,0,0,-119.843658252411,34.4132003198354
109,1f5d0a0d-9caa-46dd-9747-4840c6aea831,4/7/2023 6:58:00 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:00 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,55.5,S,2,JUBU,,A,,5+5,,other,Soil moisture,,0,0,-119.843609326448,34.4130024819465
110,10790066-3d9b-4ab6-b092-282af002bb66,4/7/2023 6:58:01 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:01 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52,S,2,DEFA,,A,,10,,other,Soil moisture,,0,0,-119.843637804346,34.4129672977436
111,f0af496a-f11e-4189-a9ad-bd2ea5b6993f,4/7/2023 6:58:03 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:03 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,54.5,S,2,JUBU,,A,,10,,other,Soil moisture,,0,0,-119.843654446061,34.4130523362801
112,b192ae57-74ae-4b17-9f49-0829e57230ac,4/7/2023 6:58:04 AM,joannatang@umail.ucsb.edu_ucsb,4/30/2023 11:24:20 PM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,54.5,D,2,JUBU,,A,,5,,other,Soil moisture,,0,0,-119.843543121767,34.4130081978381
113,e279f8c7-b86d-4214-95ad-1d41fe85cee3,4/7/2023 6:58:05 AM,joannatang@umail.ucsb.edu_ucsb,4/30/2023 11:31:15 PM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,55,D,2,DEFA,,IV,,10,,other,Soil moisture,,0,0,-119.843607304231,34.4129969080441
114,de6124a6-fec6-4d5c-9ba2-eb2b2873b85f,4/7/2023 6:58:06 AM,joannatang@umail.ucsb.edu_ucsb,4/30/2023 11:31:50 PM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,53,D,2,DEFA,,A,,5,,other,Soil moisture,,0,0,-119.843612822914,34.4130738060903
115,2af3afbc-28a7-4a4f-805a-8063311bcf4c,4/7/2023 6:58:07 AM,joannatang@umail.ucsb.edu_ucsb,4/30/2023 11:32:17 PM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52.5,D,2,ELMA,,IV,,10,,other,Soil moisture,,0,0,-119.843719800759,34.4131169427305
116,0f248026-9931-4142-ac9e-1d5a57d97f01,4/7/2023 6:58:09 AM,joannatang@umail.ucsb.edu_ucsb,4/30/2023 10:37:36 PM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,53,D,2,ELMA,,IV,,5,,other,Soil moisture,,0,0,-119.843650264693,34.4131246947361
117,d413c0ce-62c9-4ba3-ab12-0c8389c7c01b,4/7/2023 6:58:10 AM,joannatang@umail.ucsb.edu_ucsb,4/30/2023 11:33:00 PM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,59,D,2,JUBU,,IV,,10,,other,Soil moisture,Pot is very underfilled,0,0,-119.843731257746,34.4130637974998
118,4bf224ec-4811-42ba-9e0a-36a89c770e67,4/7/2023 6:58:11 AM,joannatang@umail.ucsb.edu_ucsb,4/30/2023 11:33:29 PM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,53,D,2,ELMA,,CP,,5+5,,other,Soil moisture,,0,0,-119.843661363969,34.4130144923619
119,22a7f396-4f76-46ba-bf31-f18b35866612,4/7/2023 6:58:11 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:11 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52.5,D,2,DEFA,,A,,10,,other,Soil moisture,,0,0,-119.843754870599,34.4130402805457
120,653b37f6-7f06-4713-8dea-d07e7710effd,4/7/2023 6:58:12 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:12 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,51,D,2,JUBU,,M,,10,,other,Soil moisture,,0,0,-119.843845966173,34.4131249481686
121,e746853c-dab1-4cbb-b06d-e47c77bfff7c,4/7/2023 6:58:13 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:13 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,51.5,D,2,ELMA,,CP,,5,,other,Soil moisture,,0,0,-119.843785843092,34.4131349063265
122,9b645de7-45f8-4945-bc0d-90b8c743fcb0,4/7/2023 6:58:14 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:14 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,56,D,2,JUBU,,IV,,5,,other,Soil moisture,,0,0,-119.843860369293,34.4131799575342
123,fb5f859f-8d86-47b1-9dfa-1ce40d5cd4bf,4/7/2023 6:58:15 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:15 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52,D,2,ELMA,,IV,,5+5,,other,Soil moisture,,0,0,-119.843668979657,34.4130990679794
124,78084d5b-a717-465b-9593-8ccac74ab54e,4/7/2023 6:58:16 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:16 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52,D,2,DEFA,,CP,,5+5,,other,Soil moisture,,0,0,-119.843517450853,34.4130116471912
125,90bc5bc6-d904-4d83-b97a-1937708ba2f7,4/7/2023 6:58:17 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:17 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52.5,D,2,ELMA,,DC,,10,,other,Soil moisture,,0,0,-119.843463517459,34.4130117080095
126,a1ba2574-6d1f-4291-9a84-b659170a247d,4/7/2023 6:58:18 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:18 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,51.5,D,2,ELMA,,DC,,5+5,,other,Soil moisture,,0,0,-119.843443969688,34.4130694826822
127,efb07308-7358-48a7-a7b7-86e266ead672,4/7/2023 6:58:19 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:19 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,54.5,D,2,DEFA,,M,,10,,other,Soil moisture,,0,0,-119.843431142603,34.4131396346659
128,64f574bd-7acf-4f53-94a0-4e0741c1a678,4/7/2023 6:58:20 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:20 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,54.5,D,2,DEFA,,IV,,5+5,,other,Soil moisture,,0,0,-119.84343518419,34.4130144186885
129,759d24f9-eca4-4148-8bff-48f4e18747de,4/7/2023 6:58:21 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:21 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52.5,D,2,JUBU,,M,,5+5,,other,Soil moisture,,0,0,-119.843550939253,34.4130469800673
130,92f00c54-97cb-400c-811c-3a61e4fb8d55,4/7/2023 6:58:22 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:22 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,57,D,2,DEFA,,CP,,10,,other,Soil moisture,,0,0,-119.843508153506,34.4130267316497
131,1e1748ee-7f2d-4df1-8c89-88202bf90538,4/7/2023 6:58:23 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:23 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,55,D,2,JUBU,,A,,5+5,,other,Soil moisture,,0,0,-119.843467485296,34.4130565917501
132,d98c67c2-28be-4b40-9442-056c36c2282a,4/7/2023 6:58:24 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:24 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,57.5,D,2,DEFA,,A,,5+5,,other,Soil moisture,,0,0,-119.843481549959,34.4130371004465
133,4a8d39e0-d2b0-4acc-90a0-d320a1a3db47,4/7/2023 6:58:25 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:25 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,53,D,2,ELMA,,M,,10,,other,Soil moisture,,0,0,-119.843477356561,34.4130859128379
134,904b6468-b43e-40b8-bd92-6d481c63400a,4/7/2023 6:58:26 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:26 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,55,D,2,ELMA,,CP,,10,,other,Soil moisture,,0,0,-119.843498420543,34.4130623031895
135,8b742515-91bb-4944-b26f-14814efd426e,4/7/2023 6:58:35 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:35 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,61,D,2,DEFA,,CP,,5,,Germinated,,,0,DICOT1,-119.843488347872,34.4130305821537
136,d5dda972-2d31-42a6-8a07-c2e2bd425391,4/7/2023 6:58:42 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:42 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,61,D,2,DEFA,,CP,,5,,Germinated,,,0,JUBU1,-119.843502843119,34.413062368
137,f9d3209e-0684-4c18-8ac5-5a9690a88c91,4/7/2023 6:58:53 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:53 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,61,D,2,DEFA,,CP,,5,,Germinated,,,0,JUBU2,-119.843507254394,34.4131007905679
138,b09d9f6d-f68f-42a5-a203-9e2d03a91109,4/7/2023 6:58:54 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:54 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,53,D,2,JUBU,,M,,5,,other,Soil moisture,,0,0,-119.843510877265,34.4130748052646
139,92ef8e3e-ca96-4b78-a101-501d71ee177f,4/7/2023 6:58:55 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:55 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,49.5,D,2,ELMA,,DC,,5,,other,Soil moisture,,0,0,-119.843582801542,34.4131289779132
140,c52f999d-a409-4694-8b5c-004693ff13f2,4/7/2023 6:58:56 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:56 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,53,D,2,DEFA,,IV,,5,,other,Soil moisture,,0,0,-119.843582863495,34.4131159306472
141,0d5f4e26-9f72-4da4-af90-5d71ae7b86a3,4/7/2023 6:58:57 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:57 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,52.5,D,2,JUBU,,A,,10,,other,Soil moisture,,0,0,-119.843527714569,34.4130292786696
142,d94c59fb-1555-4e4d-89df-131f2501ffe4,4/7/2023 6:58:58 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:58 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,51.5,D,2,DEFA,,M,,5+5,,other,Soil moisture,,0,0,-119.843548621751,34.4130496622923
143,a50a3917-c615-47bd-af5c-e49fc3a4fd88,4/7/2023 6:58:59 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:58:59 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,58.5,D,2,ELMA,,M,,5+5,,other,Soil moisture,,0,0,-119.843643995333,34.4131402847483
144,7542bf07-d46b-4fea-a8b3-bf04c517d9fd,4/7/2023 6:59:00 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:59:00 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,56.5,D,2,DEFA,,M,,5,,other,Soil moisture,,0,0,-119.843690852622,34.4131197157495
145,086a5be4-e257-473d-9ad8-cdcc34713375,4/7/2023 6:59:01 AM,joannatang@umail.ucsb.edu_ucsb,4/7/2023 6:59:01 AM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,54.5,D,2,ELMA,,M,,5,,other,Soil moisture,,0,0,-119.843756907997,34.4132177263856
146,c4f9838c-6269-4f3f-9083-e6f93ae9f955,4/7/2023 7:02:30 AM,richardhettish@umail.ucsb.edu_ucsb,4/7/2023 7:02:30 AM,richardhettish@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,53.5,D,1,CONTROL,,CONTROL,,CONTROL,,Germinated,,,0,DICOT1,-119.843498689392,34.4130847902025
147,e9696151-283f-42e9-ba3c-73fb3f4dfaf9,4/7/2023 7:02:31 AM,richardhettish@umail.ucsb.edu_ucsb,4/30/2023 11:34:29 PM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,55.5,D,1,FEPE,,IV,,10,,other,Soil moisture,,0,0,-119.84350796216,34.4130636146403
148,8fddbb55-736a-445a-8e75-8762120712ce,4/7/2023 7:02:31 AM,richardhettish@umail.ucsb.edu_ucsb,4/30/2023 11:35:46 PM,joannatang@umail.ucsb.edu_ucsb,4/6/2023 7:00:00 PM,Ricky,12.75,43,68,59,D,1,FEPE,,IV,,5,,other,Soil moisture,,0,0,-119.843499756177,34.4130766326283
